drug_name,brand_name,dosage,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list
azelastine,['Astepro Allergy ; Childrens Astepro Allergy; Astelin ; Astepro'],[None],,,3,Rx/OTC,C,N,X,"['With your head upright insert the tip of the bottle into the nostril and press your other nostril closed Breathe in and gently spray the medicine into your nose Use in your other nostril if directed', 'If the spray gets in your eyes or mouth or on your skin, rinse with wate', 'Do not blow your nose for a few minutes']",Allergies
dexbrompheniramine,['Ala Hist IR; PediaVent; Ala-Hist IR'],[None],9.0,1,3,OTC,C,N,X,"['asthma orchronic bronchitis', 'glaucoma', 'anenlarged prostateand urination problems']",Allergies
diphenhydramine,['Allergy Relief; Allermax ; Banophen ; Benadryl ; Compoz Nighttime Sleep Aid ;'],['25 mg'],,,3,Rx/OTC,B,N,X,"['blockage in your digestive tract (stomach or intestines)', 'bladder obstruction or other urination problems', 'a colostomy or ileostomy', 'liver or kidney disease', 'asthma, chronic obstructive pulmonary disease (COPD), or other breathing disorde', 'cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis', 'heart disease, low blood pressure', 'glaucoma', 'a thyroid disorde', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Allergies
Flonase Allergy Relief,"[""Childrens Flonase; Flonase Allergy Relief; Flonase Sensimist ; Good Sense Allergy Relief (Fluticasone); Good Sense Children's Allergy Relief; Xhance""]",[None],,,3,OTC,C,N,,"['sores or ulcers inside your nose', 'injury of or surgery on your nose', 'glaucomaor cataracts', 'liver disease', 'diabetes', 'a weak immune system', 'any type of infection (bacterial, fungal, viral, or parasitic)']",Allergies
Ala-Hist IR,['Ala Hist IR; PediaVent'],[None],,,2,OTC,C,N,X,"['asthma orchronic bronchitis', 'glaucoma', 'anenlarged prostateand urination problems']",Allergies
Depo-Medrol,['DEPO-Medrol; SOLU-Medrol ; A-Methapred injection'],[None],,,2,Rx,C,N,,"['heart disease,high blood pressure', 'a thyroid disorde', 'diabetes', 'glaucoma or cataracts', 'kidney disease', 'cirrhosis or otherliver disease', 'seizures, epilepsy or recenthead injury', 'past or presenttuberculosis', 'herpes infection of the eyes', 'a condition calledscleroderma', 'stomach ulcers, ulcerative colitis,diverticulitis, or recent intestinal surgery', 'a parasite infection that causes diarrhea (such asthreadworms)', 'mental illness or psychosis', 'osteoporosisor low bone mineral density (steroid medication can increase your risk of bone loss)', 'a muscle disorder such asmyasthenia gravis', 'an electrolyte imbalance (such as low levels of potassium in your blood)']",Allergies
dexamethasone,['Decadron ; DexPak 6 DayTaperpak; Hemady'],['4 mg'],,,2,Rx,C,N,,['a fungal infection anywhere in your body'],Allergies
dexbrompheniramine / phenylephrine,['Ala-Hist PE'],[None],,,2,OTC,C,N,X,"['asthma or other breathing disorder such as emphysema orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'kidney disease', 'a thyroid disorde']",Allergies
Flonase Sensimist,"[""Childrens Flonase; Flonase Allergy Relief ; Flonase Sensimist; Good Sense Allergy Relief (Fluticasone); Good Sense Children's Allergy Relief; Xhance""]",[None],,,2,OTC,C,N,,"['sores or ulcers inside your nose', 'injury of or surgery on your nose', 'glaucomaor cataracts', 'liver disease', 'diabetes', 'a weak immune system', 'any type of infection (bacterial, fungal, viral, or parasitic)']",Allergies
methylprednisolone,['Medrol ; Medrol Dosepak ; MethylPREDNISolone Dose Pack'],['4 mg'],,,2,Rx,C,N,,['a fungal infection anywhere in your body'],Allergies
Solu-Medrol,['DEPO-Medrol ; SOLU-Medrol; A-Methapred injection'],[None],,,2,Rx,C,N,,"['heart disease,high blood pressure', 'a thyroid disorde', 'diabetes', 'glaucoma or cataracts', 'kidney disease', 'cirrhosis or otherliver disease', 'seizures, epilepsy or recenthead injury', 'past or presenttuberculosis', 'herpes infection of the eyes', 'a condition calledscleroderma', 'stomach ulcers, ulcerative colitis,diverticulitis, or recent intestinal surgery', 'a parasite infection that causes diarrhea (such asthreadworms)', 'mental illness or psychosis', 'osteoporosisor low bone mineral density (steroid medication can increase your risk of bone loss)', 'a muscle disorder such asmyasthenia gravis', 'an electrolyte imbalance (such as low levels of potassium in your blood)']",Allergies
triamcinolone,"[""Nasacort Allergy 24HR ; Nasacort AQ ; Nasacort ; Tri-Nasal; Nasacort HFA; Children's Nasacort Allergy 24HR""]",[None],,,2,Rx/OTC,C,N,,"['an eyeinfection', 'glaucomaor cataracts', 'ulcers in your nose', 'surgeryor injury to your nose']",Allergies
triamcinolone,['Aristocort'],[None],,,2,Rx,C,N,,"['liver disease (such as cirrhosis)', 'kidney disease', 'a thyroid disorde', 'diabetes', 'a history of malaria', 'tuberculosis', 'osteoporosis', 'a muscle disorder such as myasthenia gravis', 'glaucoma or cataracts', 'herpes infection of the eyes', 'stomach ulcers, ulcerative colitis, or diverticulitis', 'depression or mental illness', 'congestive heart failure', 'high blood pressure']",Allergies
triamcinolone,['Kenalog ; Oralone ; Trianex ; Triderm ; Aristocort A ;'],[None],,,2,Rx,C,N,,"['any type ofskin infection', 'a skin reaction to any steroid medicine', 'liver disease', 'an adrenal gland disorde']",Allergies
Allegra Hives,[None],[None],,,1,OTC,C,N,,[None],Allergies
Allegra ODT,['Allegra 12 Hour Allergy; Allegra 24 Hour Allergy; Allegra Allergy ; Allegra OTC; Aller-Ease ;'],[None],,,1,Rx/OTC,C,N,,['kidney disease'],Allergies
Aller-Ease,['Allegra 12 Hour Allergy; Allegra 24 Hour Allergy; Allegra Allergy ; Allegra OTC; Aller-Ease;'],[None],,,1,Rx/OTC,C,N,,['kidney disease'],Allergies
Allermax,['Allergy (Diphenhydramine HCl); Allergy Relief (Diphenhydramine HCl); Banophen ; Benadryl ; Benadryl Allergy ;'],[None],,,1,Rx/OTC,B,N,X,"['anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (COPD), or other breathing disorde', 'glaucoma', 'a thyroid disorde']",Allergies
Benadryl Allergy,['Allergy (Diphenhydramine HCl); Allergy Relief (Diphenhydramine HCl); Banophen ; Benadryl ; Benadryl Allergy;'],['25 mg'],,,1,Rx/OTC,B,N,X,"['anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (COPD), or other breathing disorde', 'glaucoma', 'a thyroid disorde']",Allergies
betamethasone,['Alphatrex ; Beta-Val ; Betaderm; Betanate; Betatrex;'],[None],,,1,Rx,C,N,,"['skin irritation after using steroid medicine', 'thinning of the skin where you will apply betamethasone', 'cataracts orglaucoma', 'diabetes', 'liver disease', 'adrenal gland problems', 'any type ofskin infection']",Allergies
budesonide,['Rhinocort Allergy ; Rhinocort; Rhinocort Aqua ; Childrens Rhinocort Allergy'],[None],10,1,1,Rx/OTC,B,N,,"['glaucomaor cataracts (now or in the past)', 'a weak immune system (caused by disease or by using certain medicines)', 'sores or ulcers inside your nose', 'if you have an eyeinfection', 'if you have recently had injury of orsurgeryon your nose']",Allergies
chlorpheniramine,['Aller-Chlor ; Allergy Relief (Chlorpheniramine); Ed-Chlor Ped Jr; Wal-finate ; Allergy Relief ;'],['4 mg'],,,1,Rx/OTC,B,N,X,"['narrow-angle glaucoma', 'a blockage in your stomach or intestines', 'an enlarged prostate', 'if you are unable to urinate', 'if you are having an asthma attack']",Allergies
desloratadine,['Clarinex ; Clarinex Reditabs ; Aerius'],['5 mg'],,,1,Rx,C,N,,"['kidney disease', 'liver disease']",Allergies
epinephrine,['Adrenalin ; Auvi-Q ; Epinephrinesnap-EMS; Epinephrinesnap-V; EpiPen 2-Pak;'],['2 mg'],,,1,Rx/OTC,C,N,,"['heart disease orhigh blood pressure', 'asthma', ""Parkinson's disease"", 'depressionor mental illness', 'a thyroid disorde', 'diabetes']",Allergies
H.P. Acthar Gel,['Acthar Gel; H.P.'],[None],,,1,Rx,C,N,,"['a fungal infection anywhere in your body', 'herpes infection of the eyes', 'untreated or uncontrolled high blood pressure', 'scleroderma', 'osteoporosis', ""adrenal insufficiency (Addison's disease)"", 'a past or present stomach ulce', 'congestive heart failure', 'if you are allergic to pork proteins', 'if you have recently had surgery', 'if you are scheduled to receive a vaccine']",Allergies
hydrocortisone,['Ala-Cort ; Alkindi Sprinkle; Beta HC ; Caldecort ; Cortef;'],[None],,,1,Rx/OTC,C,N,,"['any type of skininfection', 'a skin reaction to any steroid medicine', 'cataractorglaucoma', 'thinning of the skin where you will apply hydrocortisone topical', 'problems with your adrenal gland', 'liver disease']",Allergies
ketotifen,['Alaway ; Alaway Preservative Free; Eye Itch Relief ; Zaditor ; Claritin Eye ; Refresh Eye Itch Relief ; ZyrTEC Itchy Eye'],[None],,,1,OTC,C,N,,['eye irritation caused by wearing contact lenses'],Allergies
Locoid,['Locoid Lipocream ; Locoid Lotion'],[None],,,1,Rx,C,N,,[None],Allergies
Locoid Lipocream,['Locoid ; Locoid Lipocream'],[None],,,1,Rx,C,N,,[None],Allergies
olopatadine,['Pataday Once Daily Relief ; Pataday Once Daily Relief Extra Strength; Pataday Twice A Day Relief; Pataday ; Pazeo ; Patanol ; Clear Eyes Allergy Itch Relief'],[None],,,1,Rx/OTC,C,N,,['Wait at least 10 minutes before using any other eye drops your doctor has prescribed'],Allergies
prednisolone,['Pred Forte ; Pred Mild ; Omnipred ophthalmic; Prednisol ophthalmic; Econopred;'],[None],,,1,Rx,C,N,,"['glaucoma', 'cataracts']",Allergies
prednisolone,['Flo-Pred ; Millipred ; Orapred ; Pediapred ; Veripred 20 ;'],['10 mg'],0.0,1,1,Rx,C,N,,['a fungal infection anywhere in your body'],Allergies
promethazine,['Phenergan Drug classes: Antihistamines ; Phenothiazine antiemetics'],['25 mg'],8.0,1,1,Rx,C,N,X,"['asthma, chronic obstructive pulmonary disease (COPD), sleep apnea, or other breathing disorde', 'a sulfite allergy', 'a history of seizures', 'a weak immune system (bone marrow depression)', 'glaucoma', 'enlarged prostate or problems with urination', 'stomach ulcer or obstruction', 'heart disease or high blood pressure', 'liver disease', 'adrenal gland tumor (pheochromocytoma)', 'low levels of calcium in your blood (hypocalcemia)', 'if you have ever had a serious side effect while using promethazine or any other phenothiazine']",Allergies
Promethegan,['Phenergan ; Promethegan; Phenadoz rectal Drug classes: Antihistamines ; Phenothiazine antiemetics'],[None],,,1,Rx,C,N,X,"['asthma, chronic obstructive pulmonary disease (COPD),sleep apnea, or other breathing disorde', 'a history of seizures', 'a weak immune system (bone marrowdepression)', 'glaucoma', 'enlarged prostateor problems with urination', 'stomach ulceror obstruction', 'heart diseaseorhigh blood pressure', 'liver disease', 'if you have ever had a serious side effect while using Promethegan or any other phenothiazine']",Allergies
pseudoephedrine,['Chlor Trimeton Nasal Decongestant; Contac Cold ; Drixoral Decongestant Non-Drowsy ; Elixsure Decongestant; Entex;'],['30 mg'],,,1,Rx/OTC,N,N,,"['heart disease or high blood pressure', 'diabetes', 'a thyroid disorde']",Allergies
Zyrtec-D,['All Day Allergy-D ; Goodsense Cetirizine D-12 Hour; ZyrTEC-D'],['5 mg'],,,1,Rx/OTC,C,N,X,"['narrow-angle glaucoma', 'severe high blood pressure (hypertension)', 'severe coronary artery disease', 'if you are unable to urinate', 'if you are allergic tohydroxyzine(Atarax, Vistaril)']",Allergies
Advil Allergy and Congestion Relief,[None],[None],,,0,OTC,,N,X,[None],Allergies
beclomethasone,['Beconase AQ ; Qnasl ; Beconase; Vancenase; Vancenase AQ ; Vancenase AQ DS'],[None],,,0,Rx,C,N,,"['asthma', 'glaucomaor cataracts', 'herpes simplexvirus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'an injury or surgery affecting your nose']",Allergies
brompheniramine,[None],['12 mg'],,,0,Rx/OTC,C,N,X,[None],Allergies
cetirizine / pseudoephedrine,['All Day Allergy-D ; Goodsense Cetirizine D-12 Hour; ZyrTEC-D ; KS Aller-Tec D-12; Wal-Zyr D ;'],['5 mg'],,,0,Rx/OTC,C,N,X,"['narrow-angle glaucoma', 'severe high blood pressure (hypertension)', 'severe coronary artery disease', 'if you are unable to urinate', 'if you are allergic tohydroxyzine(Atarax, Vistaril)']",Allergies
ciclesonide,['Omnaris ; Zetonna'],[None],,,0,Rx,C,N,,"['asthma,tuberculosis, or other lung problems', 'any type of infection caused by bacteria, virus, fungus, or parasites', 'glaucoma, cataracts, or herpes infection of the eyes', 'a sore inside your nose that has not yet healed', 'a recent nose injury or surgery', 'not been vaccinated for or not hadchickenpoxor measles']",Allergies
cromolyn,['Nasalcrom ; Nasalcrom Child'],[None],,,0,Rx/OTC,B,N,,"['wheezing, or breathing problems', 'drug allergies', 'a feve', 'yellow or green nasal mucus']",Allergies
cromolyn,['Crolom ; Opticrom'],[None],,,0,Rx,B,N,,"['Tilt your head back slightly and pull down your lower eyelid to create a small pocket Hold the dropper above the eye with the tip down Look up and away from the dropper and squeeze out a drop', 'Close your eyes for 2 or 3 minutes with your head tipped down, without blinking or squinting Gently press your finger to the inside corner of the eye for about 1 minute, to keep the liquid from draining into your tear duct', 'Use only the number of drops your doctor has prescribed If you use more than one drop, wait about 5 minutes between drops', 'Wait at least 10 minutes before using any other eye drops your doctor has prescribed']",Allergies
cyproheptadine,['Periactin'],['4 mg'],,,0,Rx,B,N,X,"['you have narrow-angle glaucoma', 'you have a stomach ulcer or obstruction', 'you have an enlarged prostate or urination problems', 'you are breast-feeding a baby', 'you are having an asthma attack', 'you are elderly or have a debilitating disease']",Allergies
desloratadine / pseudoephedrine,['Clarinex-D 12 Hour ; Clarinex-D 24 Hour'],['5 mg'],,,0,Rx,C,N,,"['narrow-angle glaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems']",Allergies
desonide,['DesOwen ; DesOwen Cream Kit; DesOwen Lotion 2 oz Kit ; DesOwen Lotion 4 oz Kit; DesOwen Ointment Kit ;'],[None],,,0,Rx,C,N,,"['any type ofskin infection', 'diabetes', 'a skin reaction to any steroid medicine']",Allergies
fexofenadine / pseudoephedrine,['Allegra-D 12 Hour ; Allegra-D 12 Hour Allergy and Congestion; Allegra-D 24 Hour Allergy and Congestion; Fexofenadine HCl-Pseudoephedrine 12 Hour; Allegra-D 24 Hour ; Allegra D OTC 24HR; Antihistamine and Nasal Decongestant'],['180 mg'],,,0,Rx/OTC,C,N,,"['kidney disease', 'glaucoma', 'heart diseaseorhigh blood pressure', 'diabetes', 'thyroid disorde', 'bladder obstruction or other urination problems']",Allergies
fluorometholone,['Flarex ; FML Forte Liquifilm ; FML Liquifilm ; FML S.O.P. ; Fluor-Op ; Eflone'],[None],,,0,Rx,C,N,,"['glaucoma', 'cataracts']",Allergies
house dust mite allergen extract,['Odactra'],[None],,,0,Rx,,N,X,"['you have severe or uncontrolled asthma', 'you have had an allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing', 'you are younger than 18 years or older than 65 years']",Allergies
lodoxamide,['Alomide'],[None],,,0,Rx,B,N,,"['Compare alternatives', 'Side effects', 'Dosage information', 'During pregnancy', 'Drug class: ophthalmic antihistamines and decongestants', 'Breastfeeding', 'En español']",Allergies
loratadine / pseudoephedrine,['Alavert D-12; Claritin-D 12 Hour ; Claritin-D 24 Hour ; Leader Allergy Relief D-24 ; Loratadine-D 12 Hour ;'],['10 mg'],,,0,OTC,B,N,,"['liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems']",Allergies
loteprednol,['Alrex ; Eysuvis ; Inveltys ; Lotemax ; Lotemax SM'],[None],,,0,Rx,C,N,,"['glaucoma', 'cataracts, orcataractsurgery']",Allergies
mixed grass pollens allergen extract,['Oralair'],[None],,,0,Rx,B,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Allergies
mometasone,['Nasonex; Propel ; Sinuva ; Propel Mini; Propel Contour; Nasonex 24hr Allergy'],[None],,,0,Rx/OTC,C,N,,"['an active or chronicinfection', 'glaucomaor cataracts', 'herpes simplexvirus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'nasal surgery or injury to your nose', 'if you are not feeling well or have symptoms that you do not understand']",Allergies
mometasone,['Elocon'],[None],5.0,1,0,Rx,C,N,,"['steroid medicine you take by mouth', 'steroid medicine you apply to your skin or scalp']",Allergies
naphazoline / pheniramine,['Naphcon-A ; Opcon-A ; Visine-A ; AK-Con-A; Ocuhist; Visine Allergy Eye Relief'],[None],,,0,OTC,C,N,,"['heart disease,high blood pressure', 'urination problems', 'narrow-angleglaucoma']",Allergies
olopatadine,['Patanase'],[None],,,0,Rx,C,N,X,"['Check interactions', 'Compare alternatives', 'Pricing & coupons', 'Reviews (10)', 'Side effects', 'Dosage information', 'During pregnancy', 'Drug class: nasal antihistamines and decongestants', 'Breastfeeding', 'En español']",Allergies
