drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
p-a-c,back & body extra strength ; bayer back & body pain extra strength; cope ; cvs back & body; p-a-c,0.0,0.0,0.0,0.0,otc,n,n,x,none,pain,none,pain
p-a-c analgesic,alka-seltzer hangover relief ; alka-seltzer morning relief; anacin ; anacin extra strength; bayer back and body;,0.0,0.0,0.0,0.0,otc,n,n,x,"'an allergy to an nsaid (nonsteroidal anti-inflammatory drug) such as advil, motrin, aleve, orudis, indocin, lodine, voltaren, toradol, mobic, relafen, feldene, naproxen,ibuprofen,celecoxib,diclofenac,indomethacin,meloxicam, and others'",pain,"allergy nsaid nonsteroidal antiinflammatory drug advil , motrin , aleve , orudis , indocin , lodine , voltaren , toradol , mobic , relafen , feldene , naproxen , ibuprofen , celecoxib , diclofenac , indomethacin , meloxicam , others",pain
painaid,levacet ; painaid,0.0,0.0,0.0,0.0,rx/otc,n,n,x,none,pain,none,pain
pennsaicin,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
pentafluoropropane / tetrafluoroethane,"""gebauers instant ice; gebauers pain ease; gebauers spray and stretch""",0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
percodan,endodan ; percodan,325.0,6.5,4.0,0.0,rx,b,2,x,"'a bleeding or blood clotting disorder such as hemophilia', 'ulcer or obstruction in the stomach', 'severe asthma or breathing problems', 'an allergy to an nsaid (nonsteroidal anti-inflammatory drug) such as advil, aleve, motrin, naprosyn, orudis, cataflam, celecoxib, feldene, indocin, lodine, mobic, relafen, toradol, voltaren, and others', 'if you are taking a blood thinner such as warfarin (coumadin, jantoven)'",pain,"bleeding blood clotting disorder hemophilia , ulcer obstruction stomach , severe asthma breathing problems , allergy nsaid nonsteroidal antiinflammatory drug advil , aleve , motrin , naprosyn , orudis , cataflam , celecoxib , feldene , indocin , lodine , mobic , relafen , toradol , voltaren , others , taking blood thinner warfarin coumadin , jantoven",pain
percogesic extra strength,common,0.0,10.0,1.0,0.0,otc,n,n,x,"'severeconstipation, blockage in your stomach or intestines', 'untreated or uncontrolled diseases-glaucoma,asthma, heart disease, overactive thyroid', 'if you are unable to urinate'",pain,"severeconstipation , blockage stomach intestines , untreated uncontrolled diseasesglaucoma , asthma , heart disease , overactive thyroid , unable urinate",pain
percogesic original strength,headache relief pm ; legatrin pm ; midol pm ; percogesic original strength; tylenol pm,325.0,9.5,8.0,0.0,otc,n,n,x,"'liver disease', 'anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (copd),emphysema, or other breathing disorde', 'glaucoma', 'a condition for which you take warfarin (coumadin,jantoven)'",pain,"liver disease , anenlarged prostateor urination problems , asthma , chronic obstructive pulmonary disease copd , emphysema , breathing disorde , glaucoma , condition take warfarin coumadin , jantoven",pain
pramox,pramegel; pramox,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
pramoxine,blistex pro relief; cerave itch relief; eczemin; itch-x; prax ;,0.0,4.0,3.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'pricing & coupons', 'reviews (65)', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical anesthetics', 'breastfeeding'",pain,"compare alternatives , pricing coupons , reviews 65 , side effects , dosage information , pregnancy , drug class topical anesthetics , breastfeeding",pain
prax,prax; sarna sensitive,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
precaine b,common,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
prialt,common,0.0,1.0,1.0,0.0,rx,c,n,x,"'an uncontrolled or untreated bleeding disorde', 'a problem affecting your spine (such as arthritis, bone disorder, or narrowing of the spinal canal)'",pain,"uncontrolled untreated bleeding disorde , problem affecting spine arthritis , bone disorder , narrowing spinal canal",pain
primlev,endocet 10/325; endocet 2.5/325; endocet 5/325; endocet 7.5/325; nalocet ;,300.0,9.0,1.0,0.0,rx,c,2,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
prolate,endocet 10/325; endocet 2.5/325; endocet 5/325; endocet 7.5/325; nalocet ;,300.0,0.0,0.0,0.0,rx,c,2,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
qutenza,common,0.0,0.0,0.0,0.0,rx,b,n,n,none,pain,none,pain
rematex,medi-derm; medi-derm rx ; medrox ; medrox-rx ; reliaderm; rematex; ziks arthritis pain relief,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
salonpas-hot,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,4.0,1.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
sarna sensitive,prax ; sarna sensitive,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
seglentis,common,56.0,0.0,0.0,0.0,rx,unknown,4,x,none,pain,none,pain
sloan's liniment,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,8.0,1.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
solarcaine first aid medicated spray,anacaine ; chiggerex ; mandelay; medicone ; outgro; solarcaine,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
sombra cool therapy,aspercreme heat; aspercreme max roll-on; bengay cold therapy; bengay vanishing scent ; bengay zero degrees ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
sombra warm therapy,arctic relief pain relieving; freeze it ; ortho-nesic; rhuli gel ; sombra natural pain relieving; sombra warm therapy,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
stopain,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
sufentanil,sufenta,0.0,0.0,0.0,0.0,rx,c,2,x,none,pain,none,pain
sure result dss premium pak,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
theragen hp,capsagel; capsagel extra strength ; capsagel maximum strength; capzasin ; capzasin-hp ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,none,pain,none,pain
therapeutic ice,aspercreme heat; aspercreme max roll-on; bengay cold therapy; bengay vanishing scent ; bengay zero degrees ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
tiger balm,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,7.5,29.0,0.0,otc,n,n,n,"'compare alternatives', 'reviews (33)', 'side effects', 'dosage information', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , reviews 33 , side effects , dosage information , drug class topical rubefacient , en español",pain
tiger balm extra strength,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,4.5,2.0,0.0,otc,n,n,n,"'compare alternatives', 'reviews (2)', 'side effects', 'dosage information', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , reviews 2 , side effects , dosage information , drug class topical rubefacient , en español",pain
tiger balm ultra strength,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,7.5,2.0,0.0,otc,n,n,n,"'compare alternatives', 'reviews (2)', 'side effects', 'dosage information', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , reviews 2 , side effects , dosage information , drug class topical rubefacient , en español",pain
tivorbex,indocin ; indocin sr ; tivorbex,40.0,0.0,1.0,0.0,rx,c,n,x,none,pain,none,pain
tofranil,common,10.0,0.0,0.0,0.0,rx,n,n,x,"'you recently had aheart attack', 'you are allergic to otherantidepressants(amitriptyline, amoxapine,clomipramine,desipramine, doxepin,nortriptyline,protriptyline, or trtofranil)'",pain,"recently aheart attack , allergic otherantidepressantsamitriptyline , amoxapine , clomipramine , desipramine , doxepin , nortriptyline , protriptyline , trtofranil",pain
tolmetin,tolectin; tolectin ds ; tolectin 600,400.0,0.0,0.0,0.0,rx,c,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a history of heart attack, stroke, or blood clot', 'a history of stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , history heart attack , stroke , blood clot , history stomach ulcers bleeding , asthma , fluid retention , liver kidney disease , take aspirin prevent heart attack stroke",pain
topical anesthetic dental gel,common,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
transderm-iq,four pain rx; lidopro ; transderm-iq; terocin topical,0.0,0.0,0.0,0.0,otc,n,n,n,"'aspirin', 'sulfa drugs', 'sunscreenor other skin products that contain para-aminobenzoic acid (paba)'",pain,"aspirin , sulfa drugs , sunscreenor skin products contain paraaminobenzoic acid paba",pain
trezix,trezix; dvorah ; panlor tablet,4.0,5.3,13.0,0.0,rx,c,3,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
trifena,common,0.0,0.0,0.0,0.0,otc,unknown,n,n,"'a blood cell disorder calledmethemoglobinemia(in you or a family member)', 'heart disease, high blood pressure,high cholesterol, smoking, diabetes', 'a habit of drinking more than 3 alcoholic beverages per day', 'if you are age 60 or olde', 'a heart attack, stroke, or blood clot', 'blisters, hives, skin redness', 'stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease'",pain,"blood cell disorder calledmethemoglobinemiain family member , heart disease , high blood pressure , high cholesterol , smoking , diabetes , habit drinking 3 alcoholic beverages per day , age 60 olde , heart attack , stroke , blood clot , blisters , hives , skin redness , stomach ulcers bleeding , asthma , fluid retention , liver kidney disease",pain
trolamine salicylate,arthricream ; asper-flex ; mobisyl; myoflex ; tru-micin ; ultracin t,0.0,6.8,38.0,0.0,otc,n,n,n,none,pain,none,pain
tru-micin,arthricream ; asper-flex ; mobisyl; myoflex ; tru-micin; ultracin t,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
ultracin t,arthricream ; asper-flex ; mobisyl; myoflex ; tru-micin ; ultracin t,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
xodol,verdrocet ; hycet ; lorcet ; xodol; zamicet,300.0,10.0,1.0,0.0,rx,c,2,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
xolox,endocet ; magnacet ; narvox ; percocet ; perloxx ;,0.0,0.0,1.0,0.0,rx,c,2,x,none,pain,none,pain
ziclocin,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
ziclopro,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
ziconotide,prialt,0.0,1.0,1.0,0.0,rx,c,n,x,"'an uncontrolled or untreated bleeding disorde', 'a problem affecting your spine (such as arthritis, bone disorder, or narrowing of the spinal canal)'",pain,"uncontrolled untreated bleeding disorde , problem affecting spine arthritis , bone disorder , narrowing spinal canal",pain
zostrix,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,1.7,3.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
zostrix diabetic foot pain,capsagel; capsagel extra strength ; capsagel maximum strength; capzasin ; capzasin-hp ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,none,pain,none,pain
zostrix neuropathy,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
zostrix sports,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
zyfrel,hycet ; lortab ; zyfrel,0.0,0.0,0.0,0.0,rx,c,2,x,none,pain,none,pain
paracetamol,panadol; calpol; tylenol ; alvedon,0.0,7.7,3.0,80.0,rx/otc,c,n,x,none,fever,none,fever
acetaminophen,"""actamin ; anacin af; aurophen ; bromo seltzer; childrens tylenol ;""",0.0,7.8,12.0,69.0,rx/otc,c,n,x,"'adults and teenagers at least 12 years old: do not take more than 1000 milligrams (mg) at one time or more than 4000 mg in 24 hours', ""children younger than 12 years old: do not take more than 5 doses of children's formula acetaminophen in 24 hours""",fever,"adults teenagers least 12 years old take 1000 milligrams mg one time 4000 mg 24 hours , children younger 12 years old take 5 doses childrens formula acetaminophen 24 hours",fever
tylenol,common,325.0,6.8,5.0,41.0,rx/otc,c,n,x,"'adults and teenagers who weigh at least 110 pounds (50 kilograms):do not take more than 1000 milligrams (mg) at one time do not take more than 4000 mg in 24 hours', ""children younger than 12 years old:do not take more than 5 doses of acetaminophen in 24 hours use only the number of milligrams per dose that is recommended for the child's weight and ageuse exactly as directed on the label"", 'avoid also using other medicines that contain acetaminophen, oryou could have a fatal overdose'",fever,"adults teenagers weigh least 110 pounds 50 kilogramsdo take 1000 milligrams mg one time take 4000 mg 24 hours , children younger 12 years olddo take 5 doses acetaminophen 24 hours use number milligrams per dose recommended childs weight ageuse exactly directed label , avoid also using medicines contain acetaminophen , oryou could fatal overdose",fever
ibuprofen,"""advil ; genpril ; ibu ; midol ib ; motrin ib ; proprinal ; smart sense childrens ibuprofen""",200.0,9.7,6.0,39.0,rx/otc,c,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'liver or kidney disease', 'asthma', 'if you take aspirin to prevent heart attack or stroke'",fever,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , liver kidney disease , asthma , take aspirin prevent heart attack stroke",fever
aspirin,arthritis pain ; aspi-cor ; aspir 81; aspir-low ; bayer plus;,81.0,0.0,0.0,20.0,rx/otc,n,n,x,"'a recent history of stomach or intestinal bleeding', 'a bleeding disorder such as hemophilia', 'if you have ever had an asthma attack or severe allergic reaction after taking aspirin or an nsaid (non-steroidal anti-inflammatory drug) such as advil, motrin, aleve, orudis, indocin, lodine, voltaren, toradol, mobic, relafen, feldene, and others'",fever,"recent history stomach intestinal bleeding , bleeding disorder hemophilia , ever asthma attack severe allergic reaction taking aspirin nsaid nonsteroidal antiinflammatory drug advil , motrin , aleve , orudis , indocin , lodine , voltaren , toradol , mobic , relafen , feldene , others",fever
